REGIST_DT,PRDUCT,PRSRV_PD,MAIN_FNCTN,SUNGSANG,INTAKE_HINT1,SRV_USE,STTEMNT_NO,DISTB_PD,BASE_STANDARD,COMPANY_NM,STDR_STND,IMAGE_URL
20190529,라파플러스 유산균 10,① 습기가 적고 직사광선을 받지 않는 서늘한 곳에 보관하십시오.,장건강,"이미, 이취가 없고 고유의 향미가 있는 미백색 분말","① 질환이 있거나 의약품 복용 시 전문가와 상담할 것
② 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
③ 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
④ 이상사례 발생 시 섭취를 중단하고 전문가와 상담 할 것","1일 1회, 1회 1포를 섭취하십시오.","납(mg/kg):2.0 이하
카드뮴(mg/kg):0.5 이하
총수은(mg/kg):0.5 이하
총비소(mg/kg):1.0 이하",제조일로부터 18개월,"프로바이오틱스 수:표시량(200,000,000cfu/2 g) 이상 ",라파플러스,"2g * (10포, 15포, 20포, 30포, 60포, 90포, 120포, 150포)",http://img.danawa.com/prod_img/500000/595/628/img/4628595_1.jpg?shrink=500:500&_v=20170613135331
20190729,락토핏 생유산균 뷰티,"① 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오.
② 개봉 후에는 공기의 노출을 최대한 차단하여 보관 하십시오.
③ 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.","장건강
피부건강",연한 자줏빛 분홍색의 분말,"① 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
② 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
③ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
④ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑤ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.
⑥ 알레르기 반응이 나타나는 경우에는 섭취 중단","1일 2회, 1회 1포를 식전·식후 어느때나 물 없이 섭취하십시오.","납(mg/kg):2.0 이하
카드뮴(mg/kg):0.5 이하
총수은(mg/kg):0.5 이하
총비소(mg/kg):1.0 이하",18개월,"프로바이오틱스 수:표시량(1x10^9cfu/4000mg)의 이상
히알루론산:표시량(120mg/4000mg)의 80~120%",종근당건강,"2000mg x 1포(2g), 1포, 2포, 4포, 7포, 10포, 14포, 15포, 20포, 21포, 28포, 30포, 40포, 45포, 56포, 60포,80포, 84포, 90포, 100포, 120포, 168포, 180포, 200포, 252포, 336포, ···",http://img.danawa.com/prod_img/500000/628/160/img/6160628_1.jpg?shrink=500:500&_v=20181211135839
20181221,락피도 밀크씨슬 플러스,① 직사광선을 피하고 서늘한 곳에 보관 및 유통(실온),"에너지생성
간건강",연한 노란색의 제피정제,"① 알레르기 체질이신 경우 성분을 확인 한 후 섭취여부를 결정하여야 함.
② 알레르기 반응이 나타나는 경우에는 섭취 중단 
③ 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의","1일 1회, 1회 1정씩 물과 함께 섭취하십시오.","헥산(mg/kg):5.0 이하
초산에틸(mg/kg):50.0 이하
납(mg/kg):1.0 이하
카드뮴(mg/kg):0.5 이하
총수은(mg/kg):0.5 이하
총비소(mg/kg):1.0 이하",제조일부터 24개월,"실리마린:표시량(130 mg / 600mg)의 80～120%
옥타코사놀:표시량(7 mg / 600mg)의 80～120%
비타민B2:표시량(1.4 mg / 600mg)의 80～180%",에프앤디넷 락피도,"600mg× [1정(0.6g), 10정(6g), 20정(12g), 30정(18g), 40정(24g), 50정(30g), 60정(36g), 70정(42g), 80정(48g)]",http://img.danawa.com/prod_img/500000/101/535/img/9535101_1.jpg?shrink=500:500&_v=20190920164841
20180627,레스베라 쏘팔메토 전립파워,① 습기가 적고 직사광선을 받지 않는 실온에 보관하십시오.,전립선건강,"이미, 이취가 없고 고유의 향미가 있는 갈색의 내용물을 함유한 검정색 연질캡슐","① 메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있음.
② 특이체질, 알레르기 체질의 경우에는 간혹 개인에 따라 과민반응을 나타낼 수 있으므로 원료를 확인한 후 섭취하십시오. 
③ 유통기한이 경과된 제품은 섭취하지 마십시오.
④ 용기안의 방습제는 먹지 마십시오.
⑤ 어린이의 경우 목에 걸릴 수 있으니 섭취 시 주의하십시오.","1일 1회, 1회 2캡슐을 물과 함께 섭취하십시오.","납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",제조일로부터 24개월,"로르산:표시량(70mg/2,000mg) 80~120%",레스베라,"1,000mg×6캡슐(6g), 1,000mg×30캡슐(30g), 1,000mg×60캡슐(60g), 1,000mg×90캡슐(90g), 1,000mg×120캡슐(120g), 1,000mg×160캡슐(160g), 1,000mg×180캡슐(180g), 1,000mg×240캡슐(240g) 등",http://img.danawa.com/prod_img/500000/743/552/img/6552743_1.jpg?shrink=500:500&_v=20181029165216
20180914,레스베라 해피큐,① 습기가 적고 직사광선을 받지 않는 실온에 보관하십시오.,"세포보호
면역기능
전립선건강","이미, 이취가 없고 고유의 향미가 있으며 갈색 내용물을 함유한 검정색 연질캡슐","① 메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있음.
② 특이체질, 알레르기 체질의 경우에는 간혹 개인에 따라 과민반응을 나타낼 수 있으므로 원료를 확인한 후 섭취하십시오. 
③ 유통기한이 경과된 제품은 섭취하지 마십시오.
④ 용기안의 방습제는 먹지 마십시오.
⑤ 어린이의 경우 목에 걸릴 수 있으니 섭취 시 주의하십시오.","1일 1회, 1회 2캡슐을 물과 함께 섭취하십시오. / 1일 2회, 1회 1캡슐을 물과 함께 섭취하십시오,","납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",제조일로부터 24개월,"로르산:표시량(70mg/2,000mg) 80~120%
아연:표시량(8.5mg/2,000mg) 80~150%
비타민E:표시량(11mgα-TE/2,000mg) 80~150%",레스베라,"1,000mg×6캡슐(6g), 1,000mg×30캡슐(30g), 1,000mg×60캡슐(60g), 1,000mg×90캡슐(90g), 1,000mg×120캡슐(120g), 1,000mg×160캡슐(160g), 1,000mg×180캡슐(180g), 1,000mg×240캡슐(240g) 등",http://img.danawa.com/prod_img/500000/716/552/img/6552716_1.jpg?shrink=500:500
20180629,로하비 프리미엄 밀크씨슬 이엑스,① 고온다습한 곳이나 직사광선을 피하여 서늘한 곳에 보관.,"에너지생성
세포보호
면역기능
간건강","이미, 이취가 없고, 고유의 향미가 있는 연노란색의 타원형 정제","① 알레르기 반응이 나타나는 경우에는 섭취 중단 
② 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의
③ 알레르기 체질이신 경우 성분을 확인 한 후 섭취하시기 바랍니다.","1일 1회, 1회 1정을 물과 함께 섭취","납(mg/kg):1.0 이하
카드뮴(mg/kg):0.5 이하
총수은(mg/kg):0.5 이하
총비소(mg/kg):1.0이하",제조일로부터 24개월,"실리마린:표시량(130 mg/900 mg)의 80% 이상 120% 이하
나이아신:표시량(15 mgNE/900 mg)의 80% 이상 150% 이하
아연:표시량(8.5 mg/900 mg)의 80% 이상 150% 이하
판토텐산:표시량(5 mg/900 mg)의 80% 이상 180% 이하
비타민B6:표시량(1.5 mg/900 mg)의 80% 이상 150% 이하
비타민B1:표시량(1.2 mg/900 mg)의 80% 이상 180% 이하
비타민B2:표시량(1.4 mg/900 mg)의 80% 이상 180% 이하
셀레늄:표시량(55 ug/900 mg)의 80% 이상 150% 이하
엽산:표시량(400 ug/900 mg)의 80% 이상 150% 이하",로하비,"900 mg × 30 정(27 g), 900 mg × 56 정(50.4 g), 900 mg × 60 정(54 g), 900 mg × 90 정(81 g), 900 mg × 120 정(108 g), 900 mg × 150 정(135 g), 900 mg × 180 정(162 g), 900 mg × 210 정(189 g), 900 mg × 240정(216 g) 등",http://img.danawa.com/prod_img/500000/600/363/img/7363600_1.jpg?shrink=500:500&_v=20190304121157
20190228,로하비 프리미엄 쏘팔메토 이엑스,① 고온다습한 곳이나 직사광선을 피하여 서늘한 곳에 보관.,"에너지생성
세포보호
면역기능
뼈형성
전립선건강","이미, 이취가 없으며 고유의 향미를 지닌 진노랑색 내용물을 함유한 적갈색의 연질캡슐.","① 메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있음.
② 알레르기 체질이신 경우 성분을 확인 한 후 섭취하시기 바랍니다.","1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취하시기 바랍니다.","납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",24개월,"로르산:표시량(89.6 mg/500 ㎎)의 80% 이상 120% 이하
옥타코사놀:표시량(7 mg/500 ㎎)의 80% 이상 120% 이하
비타민D:표시량(10 ug/500 ㎎)의 80% 이상 180% 이하
비타민B1:표시량(1.2 ㎎/500 ㎎)의 80% 이상 180% 이하
비타민B2:표시량(1.4 ㎎/500 ㎎)의 80% 이상 180% 이하
나이아신:표시량(15 ㎎NE/500 ㎎)의 80% 이상 150% 이하
판토텐산:표시량(5 ㎎/500 ㎎)의 80% 이상 180% 이하
비타민B6:표시량(1.5㎎/50 0㎎)의 80% 이상 150% 이하
엽산:표시량(400 ㎍/500 ㎎)의 80% 이상 150% 이하
아연:표시량(8.5 ㎎/500 ㎎)의 80% 이상 150% 이하
셀레늄:표시량(55 ug/500 mg)의 80% 이상 150% 이하",로하비,"500 mg × 30캡슐(15 g), 500 mg × 60캡슐(30 g), 500 mg × 90캡슐(45 g), 500 mg × 120캡슐(60 g), 500 mg × 150캡슐(75 g), 500 mg × 180캡슐(90 g), 500 mg × 210캡슐(105 g), 500 mg × 240캡슐(120 g), 500 mg × 270캡슐(135 g), 500 mg × 300캡슐(150 g) 등",http://img.danawa.com/prod_img/500000/081/685/img/3685081_1.jpg?shrink=500:500
20150522,루테인 골드,"① 직사광선을 피하여 서늘한 곳에 보관하시고, 어린이의 손이 닿지 않는 곳에 보관하시기 바랍니다.","눈건강
세포보호",진한주황색의 내용물을 함유한 적갈색의 연질캡슐,"① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 1캡슐을 물과 함께 섭취","납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",제조일로부터 24개월,"루테인:표시량(20mg/600mg)의 80~120%
비타민A:표시량(430㎍ RE/600mg)의 80~150%
비타민E:표시량(3.6mg α-TE/600mg)의 80~150%",대웅생명과학,"3.6g(600mg X 6캡슐), 14.4g(600mg X 24캡슐), 28.8g(600mg X 48캡슐), 57.6g(600mg X 96캡슐), 72g(600mg X 120캡슐), 86.4g(600mg X 144캡슐), 100.8g(600mg X 168캡슐), 115.2g(600mg X 192캡슐), 129.6g(600mg X 216캡슐), 144g(600mg X 240캡슐), 288g(600mg X 480캡슐), 576g(600mg X 960캡슐)",http://img.danawa.com/prod_img/500000/443/184/img/4184443_1.jpg?shrink=160:160&_v=20181102114208
20190612,루테인 비타C,① 직사광선을 받지 않는 실온에 보관한다.,"눈건강
세포보호",적갈색 알갱이가 들어있는 연보라색의 분말,"① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 1포를 그대로 또는 물과 함께 섭취하시기 바랍니다.","헥산(mg/kg):5.0 이하
납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",제조일로부터 24개월,"루테인:표시량(20.0mg/2,000mg) 의 80~120% 이어야 한다.
비타민C:표시량(100.0mg/2,000mg) 의 80~150% 이어야 한다.",보뚜슈퍼푸드,"2.0gX30포(60g), 60포(120g), 90포(180g) 등",http://img.danawa.com/prod_img/500000/503/619/img/9619503_1.jpg?shrink=160:160&_v=20191002140909
20190218,루테인 아스타잔틴 헤마토코쿠스,① 고온다습한 곳이나 직사광선을 피하여 서늘한 곳에 보관.,"눈건강
세포보호
면역기능","이미, 이취가 없고 고유의 향미를 지닌 진한 적갈색의 내용물을 함유한 적갈색의 연질캡슐.","① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.
⑧ β-카로틴의 흡수를 저해할 수 있음","1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취.","헥산(mg/kg):5.0 이하
납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",24개월,"루테인:표시량(20 mg/400 mg)의 80%이상 120%이하
아스타잔틴:표시량(6 mg/400 mg)의 80%이상 120%이하
비타민A:표시량(700 μgRE/400 mg)의 80%이상 150%이하
비타민E:표시량(5.5 mgα-TE/400 mg)의 80%이상 150%이하
아연:표시량(8.5 mg/400 mg)의 80%이상 150%이하
비타민C:표시량(30 mg/400 mg)의 80%이상 150%이하",메이플트리,"400 ㎎×30캡슐(12 g), 400 ㎎×60캡슐(24 g), 400 ㎎×90캡슐(36 g), 400 ㎎×120캡슐(48 g), 400 ㎎×150캡슐(60 g), 400 ㎎×180캡슐(72 g), 400 ㎎×210캡슐(84 g), 400 ㎎×240캡슐(96 g)  등.",http://img.danawa.com/prod_img/500000/152/625/img/8625152_1.jpg?shrink=160:160&_v=20190712155003
20180425,루테인 플러스,"① 고온, 다습한 곳과 직사광선을 피하여 서늘한 곳에 보관하십시오.","에너지생성
눈건강
세포보호
면역기능
뼈형성
엽산대사","이미, 이취가 없고 고유의 향미가 있는 주황색의 내용물을 함유하는 검정색의 연질캡슐","① 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
② 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
③ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
④ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑤ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.
⑥ 알레르기 반응이 나타나는 경우에는 섭취 중단","1일 1회, 1회 1캡슐(500mg) 충분한 물과 함께 섭취하십시오.","납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",제조일로부터 2년,"루테인:표시량(20mg/500mg)의 80～120%
비타민E:표시량(11.1㎎ α-TE/500mg)의 80～150%
아연:표시량(12.8mg/500mg)의 80～150%
셀레늄:표시량(18ug/500mg)의 80～150%
나이아신:표시량(13.52mgNE/500mg)의 80～150%
망간:표시량(2.21mg/500mg)의 80～150%
비타민B12:표시량(2.93ug/500mg)의 80～180%
구리:표시량(0.8mg/500mg)의 80～150%
비타민A:표시량(750ugRE/500mg)의 80～150%
비타민B6:표시량(1.58mg/500mg)의 80～150%
비타민B2:표시량(1.29mg/500mg)의 80～180%
엽산:표시량(800ug/500mg)의 80～150%",대웅생명과학,500mg x (10~300캡슐),http://img.danawa.com/prod_img/500000/907/976/img/3976907_1.jpg?shrink=160:160&_v=20180212144906
20151110,루테인 플러스,"① 직사광선을 피해 서늘한 곳에 보관하십시오. 
② 개봉 후에는 공기의 노출을 최대한 차단하여 보관 하십시오. 
③ 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.","눈건강
세포보호","적색 내용물을 함유한 적갈색 연질캡슐로 이미, 이취가 없음","① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 1캡슐을 물과 함께 섭취.","납(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
헥산(mg/kg):5.0 이하",제조일로부터 24개월까지,"루테인:표시량(20 mg/500 mg)의 80~120%
베타카로틴:표시량(1.26 mg/500 mg)의 80~150%
비타민A:표시량(700 ugRE/500 mg)의 80~150%
비타민E:표시량(3.3 mg a-TE/500 mg)의 80~150%",내츄럴플러스,"500 mg × 30캡슐, 500 mg × 60캡슐, 500 mg × 90캡슐, 500 mg × 120캡슐 등",http://img.danawa.com/prod_img/500000/131/583/img/6583131_1.jpg?shrink=160:160&_v=20181109154953
20150720,루테인+비타민A,"① 제품은 직사광선을 피해 서늘한 곳에 보관 유통하십시오.    
② 제품 개봉 후에는 흡습되지 않게 밀봉하여 보관하십시오.","눈건강
세포보호",적색의 점조성 내용물을 함유한 암갈색 연질캡슐,"① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 1캡슐(0.6 g)을 충분한 물과 함께 섭취하십시오.","헥산(mg/kg):5.0 이하
초산에틸(mg/kg):50.0 이하
납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",제조일부터 24개월,"루테인:표시량(10 mg/0.6g)의 80~120%
비타민E:표시량(3.3 mgα-TE/0.6g)의 80~150%
비타민A:표시량(700 ㎍RE/0.6g)의 80~150%",세노비스,"36 g(600 mg×60캡슐), 72 g(120캡슐) 등",http://img.danawa.com/prod_img/500000/248/402/img/4402248_1.jpg?shrink=160:160&_v=20190805144419
20171219,루테인12,① 고온다습한 곳이나 직사광선을 피하여 서늘한 곳에 보관.,"눈건강
에너지생성
세포보호
면역기능
뼈형성
엽산대사","이미, 이취가 없고 고유의 향미가 있는 밝은 적갈색의 내용물을 함유한 적갈색 연질캡슐","① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취.","헥산(mg/kg):5.0 이하
납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",제조일로부터 24개월,"루테인:표시량(20 mg/500 mg)의 80~120%
비타민A:표시량(700 ugRE/500 mg)의 80~150%
비타민E:표시량(3.3mgα-TE/500 mg)의 80~150%
비타민B2:표시량(1.4 mg/500 mg)의 80~180%
나이아신:표시량(15 mgNE/500 mg)의 80~150%
비타민B6:표시량(1.5 mg/500 mg)의 80~150%
엽산:표시량(400 ug/500 mg)의 80~150%
비타민B12:표시량(2.4 ug/500 mg)의 80~180%
아연:표시량(8.5 mg/500 mg)의 80~150%
구리:표시량(0.8 mg/500 mg)의 80~150%
셀레늄:표시량(55 ug/500 mg)의 80~150%
망간:표시량(3 mg/500 mg)의 80~150%",씨너지아이앤티,"500 mg × 30 캡슐(15 g), 500 mg × 60 캡슐(30 g), 500 mg × 90 캡슐(45 g), 500 mg × 120 캡슐(60 g), 500 mg × 150 캡슐(75 g), 500 mg × 180 캡슐(90 g), 500 mg × 210 캡슐(105 g), 500 mg × 240캡슐 (120 g) 등",http://img.danawa.com/prod_img/500000/195/276/img/6276195_1.jpg?shrink=160:160&_v=20190530111047
20150522,루테인20,"① 습기가 적고 직사광선을 받지 않는 서늘한 곳에 보관하십시오.
② 어린이의 손에 닿지 않는 곳에 보관하십시오.	
③ 온도 및 습도등의 변화에 의해 캅셀이 붙는 현상이 발생될 수 있으나 품질에 이상이 없으니 안심하고 섭취하십시오.","눈건강
세포보호
면역기능",적갈색 내용물을 함유한 흑갈색 연질캡슐,"① 과량섭취시 부작용이 있을 수 있음.
② 특정 원료에 알레르기가 있거나 질병치료나 약물투여 중인 분들은 섭취 전 전문가와 상의하십시오. 
③ 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음","1일 1회, 1회 1캡슐을 물과 함께 섭취","헥산(mg/kg):5.0 이하 
초산에틸(mg/kg):50.0 이하
납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",제조일로부터 24개월,"비타민A:표시량(750ugRE/500mg)의 80~150%
루테인:표시량(20mg/500mg)의 80~120%
비타민C:표시량(35.0mg/500mg)의 80~150%
비타민E:표시량(3.5mga-TE/500mg)의 80~150%
아연:표시량(8.5mg/500mg)의 80~150%",솔가,"500mg×30캡슐(15g), 500mg×60캡슐(30g),500mg×90캡슐(45g), 등",http://img.danawa.com/prod_img/500000/264/185/img/4185264_1.jpg?shrink=160:160&_v=20180212142940
20150903,루테인9플러스,① 습기와 직사광선을 피하여 서늘한 장소에 보관,"눈건강
에너지생성
세포보호
면역기능
뼈형성",이미와 이취가 없는 적갈색 oval 모양의 연질캡슐,"① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 1캡슐을 물과 함께 섭취","헥산(mg/kg):5.0 이하
납(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하",2년,"루테인:표시량(20 ㎎/500 ㎎)의 80~120%
비타민A:표시량(700㎍ RE/500 ㎎)의 80~150%
비타민E:표시량(10 ㎎ α-TE/500 ㎎)의 80~150%
비타민B2:표시량(1.2 ㎎/500 ㎎)의 80~180%
나이아신:표시량(13 ㎎NE/500 ㎎)의 80~150%
비타민B6:표시량(1.5 ㎎/500 ㎎)의 80~150%
아연:표시량(12 ㎎/500 ㎎)의 80~150%
셀레늄:표시량(16.5 ㎍/500 ㎎)의 80~150%
망간:표시량(2.0 ㎎/500 ㎎)의 80~150%",녹십자웰빙,"500 ㎎ × (30, 50, 60, 90, 100, 120 또는 150)캡슐",http://img.danawa.com/prod_img/500000/186/124/img/3124186_1.jpg?shrink=160:160&_v=20180604155637
20150522,리버칸,"① 직사광선을 받지 아니하는 서늘한 곳에서 보관 및 유통, 어린이의 손에 닿지 않도록 주의","에너지생성
세포보호
간건강
엽산대사",미황색의 분말을 함유한 담갈색의 경질캡슐,"① 알레르기 반응이 나타나는 경우에는 섭취 중단
② 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의
③ 어린이의 경우 섭취 시 목에 걸릴 우려가 있으니 보호자의 지도하에 섭취하십시오.
④ 특이체질, 알레르기 체질의 경우 성분을 확인하시고 섭취하여 주시기 바랍니다.","1일 2회, 1회 1캡슐을 물과 함께 섭취.","납(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하
총수은(mg/kg):0.5 이하
카드뮴(mg/kg):0.5 이하",제조일로부터 24개월까지,"실리마린:표시량의 80 ~ 120% (표시량 130mg / 1,000mg)
비타민B1:표시량의 80~180%(표시량 1.2mg / 1,000mg)
비타민B2:표시량의 80~180%(표시량 1.4mg / 1.000mg)
비타민B6:표시량의 80~150%(표시량 1.5mg   / 1,000mg)
비타민B12:표시량의 80~180% (표시량 2.4㎍ / 1,000mg)
비타민E:표시량의 80~150%(표시량 11mgα-TE / 1,000mg)",오리진,"500mg×30, 60, 90, 100, 120, 150, 180, 200, 210, 240, 270, 300, 330, 450, 480, 540캡슐",http://img.danawa.com/prod_img/500000/612/205/img/4205612_1.jpg?shrink=500:500&_v=20180213170809
